Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month,Day
838,CUST838,Male,47,Electronics,2,300,600,2023,May,Saturday
839,CUST839,Female,20,Electronics,4,300,1200,2023,June,Saturday
840,CUST840,Male,62,Clothing,2,25,50,2023,May,Wednesday
841,CUST841,Male,31,Electronics,4,25,100,2023,November,Thursday
842,CUST842,Female,47,Clothing,2,300,600,2023,December,Tuesday
843,CUST843,Male,21,Beauty,3,500,1500,2023,May,Monday
844,CUST844,Male,35,Clothing,3,50,150,2023,October,Thursday
845,CUST845,Male,54,Clothing,1,500,500,2023,January,Friday
846,CUST846,Male,42,Beauty,1,50,50,2023,September,Friday
847,CUST847,Female,18,Electronics,4,300,1200,2023,April,Saturday
848,CUST848,Female,63,Clothing,3,25,75,2023,February,Monday
849,CUST849,Male,32,Clothing,2,25,50,2023,May,Thursday
850,CUST850,Female,26,Beauty,2,500,1000,2023,July,Friday
851,CUST851,Male,32,Electronics,2,25,50,2023,September,Friday
852,CUST852,Female,41,Clothing,1,300,300,2023,October,Thursday
853,CUST853,Male,21,Beauty,2,500,1000,2023,May,Thursday
854,CUST854,Male,29,Clothing,1,50,50,2023,December,Wednesday
855,CUST855,Male,54,Beauty,1,25,25,2023,September,Friday
856,CUST856,Male,54,Electronics,4,30,120,2023,November,Monday
857,CUST857,Male,60,Electronics,2,25,50,2023,December,Sunday
858,CUST858,Male,23,Electronics,2,50,100,2023,September,Saturday
859,CUST859,Female,56,Electronics,3,500,1500,2023,August,Friday
860,CUST860,Male,63,Clothing,4,50,200,2023,January,Monday
861,CUST861,Female,41,Clothing,3,30,90,2023,February,Friday
862,CUST862,Male,28,Electronics,4,300,1200,2023,May,Wednesday
863,CUST863,Female,30,Electronics,2,25,50,2023,April,Monday
864,CUST864,Female,51,Electronics,1,500,500,2023,July,Thursday
865,CUST865,Female,42,Clothing,1,300,300,2023,December,Thursday
866,CUST866,Male,24,Electronics,1,50,50,2023,May,Friday
867,CUST867,Male,21,Electronics,1,500,500,2023,June,Tuesday
868,CUST868,Female,25,Electronics,1,300,300,2023,December,Wednesday
869,CUST869,Male,37,Beauty,3,500,1500,2023,October,Wednesday
870,CUST870,Female,46,Electronics,4,30,120,2023,July,Saturday
871,CUST871,Male,62,Beauty,2,30,60,2023,August,Thursday
872,CUST872,Female,63,Beauty,3,25,75,2023,October,Wednesday
873,CUST873,Female,27,Electronics,4,25,100,2023,September,Friday
874,CUST874,Male,60,Beauty,1,30,30,2023,June,Monday
875,CUST875,Female,51,Electronics,4,500,2000,2023,August,Sunday
876,CUST876,Male,43,Clothing,4,30,120,2023,October,Monday
877,CUST877,Female,58,Clothing,1,25,25,2023,June,Monday
878,CUST878,Female,20,Clothing,1,30,30,2023,June,Friday
879,CUST879,Male,23,Clothing,1,30,30,2023,December,Tuesday
880,CUST880,Male,22,Beauty,2,500,1000,2023,August,Monday
881,CUST881,Male,22,Electronics,1,300,300,2023,May,Friday
882,CUST882,Female,64,Electronics,2,25,50,2023,June,Tuesday
883,CUST883,Male,40,Electronics,1,500,500,2023,May,Tuesday
884,CUST884,Female,26,Clothing,2,30,60,2023,April,Saturday
885,CUST885,Female,52,Clothing,4,30,120,2023,March,Friday
886,CUST886,Male,37,Electronics,3,300,900,2023,April,Sunday
887,CUST887,Male,59,Clothing,4,25,100,2023,June,Sunday
888,CUST888,Female,52,Electronics,4,25,100,2023,March,Friday
889,CUST889,Female,35,Electronics,1,50,50,2023,October,Monday
890,CUST890,Male,34,Electronics,2,25,50,2023,December,Wednesday
891,CUST891,Male,41,Electronics,3,300,900,2023,April,Wednesday
892,CUST892,Male,20,Electronics,1,50,50,2023,April,Sunday
893,CUST893,Male,49,Electronics,1,50,50,2023,April,Friday
894,CUST894,Male,52,Electronics,1,30,30,2023,September,Tuesday
895,CUST895,Female,55,Clothing,4,30,120,2023,May,Monday
896,CUST896,Female,30,Electronics,2,25,50,2023,October,Sunday
897,CUST897,Female,64,Electronics,2,50,100,2023,September,Tuesday
898,CUST898,Female,42,Clothing,3,30,90,2023,November,Thursday
899,CUST899,Male,26,Clothing,2,300,600,2023,May,Thursday
900,CUST900,Male,21,Clothing,2,30,60,2023,February,Tuesday
901,CUST901,Male,31,Electronics,1,30,30,2023,April,Monday
902,CUST902,Female,54,Beauty,1,50,50,2023,June,Thursday
903,CUST903,Female,51,Beauty,4,50,200,2023,April,Thursday
904,CUST904,Male,28,Clothing,1,500,500,2023,July,Tuesday
905,CUST905,Male,58,Beauty,1,300,300,2023,April,Sunday
906,CUST906,Female,20,Clothing,1,50,50,2023,June,Sunday
907,CUST907,Female,45,Electronics,1,25,25,2023,January,Sunday
908,CUST908,Male,46,Beauty,4,300,1200,2023,December,Friday
909,CUST909,Male,26,Electronics,1,300,300,2023,October,Sunday
910,CUST910,Female,20,Beauty,3,50,150,2023,March,Monday
911,CUST911,Male,42,Electronics,3,300,900,2023,May,Sunday
912,CUST912,Male,51,Beauty,3,50,150,2023,January,Tuesday
913,CUST913,Male,29,Electronics,3,30,90,2023,January,Saturday
914,CUST914,Female,59,Electronics,1,500,500,2023,October,Wednesday
915,CUST915,Female,26,Beauty,3,30,90,2023,May,Tuesday
916,CUST916,Female,32,Electronics,1,50,50,2023,December,Sunday
917,CUST917,Female,57,Electronics,4,50,200,2023,March,Monday
918,CUST918,Female,42,Electronics,3,30,90,2023,November,Thursday
919,CUST919,Female,22,Beauty,2,25,50,2023,September,Saturday
920,CUST920,Female,28,Beauty,3,25,75,2023,February,Wednesday
921,CUST921,Male,51,Electronics,3,25,75,2023,January,Saturday
922,CUST922,Male,41,Electronics,1,50,50,2023,October,Saturday
923,CUST923,Male,32,Beauty,3,300,900,2023,May,Friday
924,CUST924,Male,55,Beauty,2,50,100,2023,August,Tuesday
925,CUST925,Male,25,Electronics,1,300,300,2023,September,Sunday
926,CUST926,Male,22,Electronics,1,30,30,2023,August,Monday
927,CUST927,Male,43,Electronics,4,500,2000,2023,June,Saturday
928,CUST928,Female,35,Clothing,4,300,1200,2023,April,Wednesday
929,CUST929,Female,23,Beauty,3,25,75,2023,January,Friday
930,CUST930,Male,54,Clothing,4,50,200,2023,May,Wednesday
931,CUST931,Male,30,Beauty,4,30,120,2023,September,Saturday
932,CUST932,Female,45,Beauty,4,25,100,2023,February,Tuesday
933,CUST933,Male,22,Beauty,1,30,30,2023,February,Friday
934,CUST934,Male,30,Beauty,1,500,500,2023,July,Tuesday
935,CUST935,Female,34,Beauty,1,50,50,2023,September,Saturday
936,CUST936,Male,57,Beauty,4,50,200,2023,February,Tuesday
937,CUST937,Female,62,Beauty,1,500,500,2023,October,Monday
938,CUST938,Male,49,Clothing,4,50,200,2023,November,Sunday
939,CUST939,Female,46,Electronics,1,300,300,2023,December,Monday
940,CUST940,Female,20,Electronics,1,30,30,2023,January,Saturday
941,CUST941,Female,57,Clothing,2,25,50,2023,March,Sunday
942,CUST942,Male,51,Clothing,3,500,1500,2023,March,Saturday
943,CUST943,Female,57,Clothing,4,300,1200,2023,October,Monday
944,CUST944,Male,44,Clothing,2,25,50,2023,June,Monday
945,CUST945,Male,30,Beauty,1,25,25,2023,February,Monday
946,CUST946,Male,62,Electronics,4,500,2000,2023,May,Monday
947,CUST947,Male,50,Beauty,1,300,300,2023,March,Thursday
948,CUST948,Female,23,Electronics,3,25,75,2023,October,Friday
949,CUST949,Female,41,Electronics,2,25,50,2023,August,Wednesday
950,CUST950,Male,36,Clothing,3,300,900,2023,November,Tuesday
951,CUST951,Male,33,Beauty,2,50,100,2023,November,Thursday
952,CUST952,Female,57,Clothing,1,25,25,2023,November,Monday
953,CUST953,Male,45,Beauty,3,30,90,2023,April,Wednesday
954,CUST954,Female,50,Electronics,3,300,900,2023,September,Monday
955,CUST955,Male,58,Clothing,1,25,25,2023,July,Friday
956,CUST956,Male,30,Clothing,3,500,1500,2023,August,Saturday
957,CUST957,Female,60,Electronics,4,30,120,2023,August,Tuesday
958,CUST958,Male,62,Electronics,2,25,50,2023,June,Friday
959,CUST959,Female,42,Electronics,2,30,60,2023,October,Sunday
960,CUST960,Male,59,Clothing,2,30,60,2023,August,Tuesday
961,CUST961,Male,53,Beauty,4,50,200,2023,June,Tuesday
962,CUST962,Male,44,Clothing,2,30,60,2023,October,Thursday
963,CUST963,Female,55,Beauty,1,50,50,2023,November,Tuesday
964,CUST964,Male,24,Clothing,3,300,900,2023,January,Tuesday
965,CUST965,Male,22,Clothing,4,50,200,2023,November,Thursday
966,CUST966,Male,60,Electronics,2,500,1000,2023,February,Monday
967,CUST967,Male,62,Beauty,1,25,25,2023,April,Monday
968,CUST968,Female,48,Clothing,3,300,900,2023,November,Friday
969,CUST969,Female,40,Clothing,3,300,900,2023,April,Wednesday
970,CUST970,Male,59,Electronics,4,500,2000,2023,May,Tuesday
971,CUST971,Female,27,Electronics,4,50,200,2023,December,Tuesday
972,CUST972,Male,49,Beauty,4,25,100,2023,February,Saturday
973,CUST973,Male,60,Clothing,1,50,50,2023,March,Wednesday
974,CUST974,Male,47,Beauty,1,30,30,2023,May,Wednesday
975,CUST975,Female,56,Clothing,4,50,200,2023,March,Thursday
976,CUST976,Female,48,Beauty,2,300,600,2023,October,Tuesday
977,CUST977,Female,35,Electronics,3,25,75,2023,February,Wednesday
978,CUST978,Female,53,Clothing,3,50,150,2023,March,Wednesday
979,CUST979,Female,19,Beauty,1,25,25,2023,January,Monday
980,CUST980,Female,31,Electronics,3,25,75,2023,July,Saturday
981,CUST981,Female,30,Electronics,2,30,60,2023,August,Saturday
982,CUST982,Female,46,Beauty,3,30,90,2023,December,Tuesday
983,CUST983,Female,29,Clothing,1,300,300,2023,November,Wednesday
984,CUST984,Male,56,Clothing,1,500,500,2023,August,Tuesday
985,CUST985,Female,19,Electronics,2,25,50,2023,May,Tuesday
986,CUST986,Female,49,Clothing,2,500,1000,2023,January,Tuesday
987,CUST987,Female,30,Clothing,3,300,900,2023,April,Saturday
988,CUST988,Female,63,Clothing,3,25,75,2023,May,Sunday
989,CUST989,Female,44,Electronics,1,25,25,2023,December,Thursday
990,CUST990,Female,58,Beauty,2,500,1000,2023,May,Thursday
991,CUST991,Female,34,Clothing,2,50,100,2023,December,Tuesday
992,CUST992,Female,57,Electronics,2,30,60,2023,August,Monday
993,CUST993,Female,48,Electronics,3,50,150,2023,February,Monday
994,CUST994,Female,51,Beauty,2,500,1000,2023,December,Monday
995,CUST995,Female,41,Clothing,1,30,30,2023,April,Sunday
996,CUST996,Male,62,Clothing,1,50,50,2023,May,Tuesday
997,CUST997,Male,52,Beauty,3,30,90,2023,November,Friday
998,CUST998,Female,23,Beauty,4,25,100,2023,October,Sunday
999,CUST999,Female,36,Electronics,3,50,150,2023,December,Tuesday
1000,CUST1000,Male,47,Electronics,4,30,120,2023,April,Wednesday
