,StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Grade_Class
1228,2229,16,Female,African American,Higher,9.1,19,No,Moderate,No,Yes,No,No,1.6,4.0,A
1229,2230,17,Female,Caucasian,Some College,4.2,0,No,Moderate,Yes,Yes,No,No,3.3,1.0,F
1230,2231,17,Female,Caucasian,Some College,0.1,28,No,High,No,No,No,No,0.0,4.0,A
1231,2232,18,Female,Asian,Some College,4.8,17,No,High,Yes,No,No,No,1.6,4.0,A
1232,2233,15,Female,Caucasian,High School,10.2,14,No,None,No,No,No,No,1.7,4.0,A
1233,2234,15,Female,Caucasian,Some College,7.6,22,No,Very High,No,Yes,Yes,No,1.5,4.0,A
1234,2235,16,Female,Caucasian,Some College,9.0,9,No,Moderate,Yes,Yes,No,No,3.0,2.0,D
1235,2236,18,Male,Asian,None,19.6,2,Yes,None,Yes,No,No,No,3.5,0.0,F
1236,2237,15,Female,Asian,Some College,7.0,4,No,High,No,No,No,No,2.9,2.0,D
1237,2238,18,Female,African American,Bachelor's,9.0,23,No,Very High,Yes,Yes,No,No,1.4,4.0,A
1238,2239,15,Female,Asian,Bachelor's,2.7,28,No,High,No,No,No,No,0.2,4.0,A
1239,2240,17,Male,Caucasian,None,1.0,12,No,High,Yes,No,Yes,No,2.2,3.0,B
1240,2241,15,Male,Caucasian,None,15.5,7,Yes,High,No,Yes,No,No,3.2,1.0,F
1241,2242,18,Female,Caucasian,High School,11.4,21,Yes,Very High,No,No,Yes,No,2.0,4.0,A
1242,2243,17,Female,Caucasian,Bachelor's,15.2,20,No,None,No,No,No,Yes,1.0,4.0,A
1243,2244,17,Female,Caucasian,High School,3.0,28,No,High,Yes,Yes,No,No,0.5,4.0,A
1244,2245,17,Male,Other,Some College,11.4,1,No,High,Yes,No,No,No,3.5,1.0,F
1245,2246,18,Male,Caucasian,High School,5.1,8,No,None,No,Yes,No,No,2.0,4.0,A
1246,2247,16,Female,Caucasian,Some College,4.6,16,No,Moderate,Yes,No,No,Yes,1.7,4.0,A
1247,2248,16,Male,Caucasian,High School,0.2,26,No,Moderate,No,No,No,No,0.1,4.0,A
1248,2249,16,Female,Caucasian,Some College,2.6,17,No,High,Yes,No,No,Yes,1.9,4.0,A
1249,2250,18,Male,Other,High School,6.2,12,No,None,No,No,No,No,1.2,4.0,A
1250,2251,17,Male,Caucasian,Some College,2.3,0,Yes,High,No,No,No,No,3.2,1.0,F
1251,2252,16,Female,Caucasian,High School,19.7,11,No,Low,No,No,No,No,2.2,3.0,B
1252,2253,18,Female,Asian,Some College,6.2,19,No,Moderate,No,No,Yes,No,1.2,4.0,A
1253,2254,16,Female,Caucasian,Bachelor's,2.6,19,No,High,No,No,No,Yes,0.7,4.0,A
1254,2255,15,Female,Caucasian,High School,4.0,20,No,Moderate,Yes,No,No,No,1.5,4.0,A
1255,2256,16,Male,Caucasian,Bachelor's,11.8,4,Yes,Moderate,No,No,No,No,3.2,1.0,F
1256,2257,16,Male,African American,Some College,1.3,7,No,None,Yes,No,No,No,1.8,4.0,A
1257,2258,17,Male,Other,High School,17.2,26,Yes,High,Yes,No,No,No,1.1,4.0,A
1258,2259,18,Female,Asian,Some College,19.2,14,No,Very High,No,No,No,No,2.0,3.0,B
1259,2260,17,Male,Caucasian,High School,4.9,26,Yes,Very High,No,No,No,No,0.9,4.0,A
1260,2261,17,Female,Asian,Some College,9.0,2,Yes,High,Yes,Yes,No,No,4.0,0.0,F
1261,2262,17,Male,Caucasian,Some College,0.4,5,No,Low,Yes,No,No,No,2.3,3.0,B
1262,2263,17,Female,Caucasian,High School,12.8,27,No,Low,Yes,No,Yes,No,0.6,4.0,A
1263,2264,17,Female,Caucasian,Some College,8.3,12,Yes,Low,Yes,Yes,Yes,No,2.7,2.0,D
1264,2265,16,Male,Caucasian,Bachelor's,5.4,11,No,Moderate,No,No,Yes,No,2.1,3.0,B
1265,2266,17,Female,African American,Bachelor's,4.1,18,No,Low,Yes,No,No,No,1.2,4.0,A
1266,2267,17,Female,African American,Some College,13.1,28,No,Low,No,No,Yes,No,0.6,4.0,A
1267,2268,18,Male,Other,Higher,8.3,17,No,High,No,No,No,No,1.2,4.0,A
1268,2269,15,Female,African American,Some College,3.6,23,No,Moderate,Yes,No,No,Yes,0.9,4.0,A
1269,2270,16,Female,African American,High School,13.8,0,No,High,Yes,No,No,No,3.8,0.0,F
1270,2271,16,Female,Caucasian,Bachelor's,11.3,24,No,Very High,Yes,Yes,No,No,1.2,4.0,A
1271,2272,16,Male,Caucasian,Some College,17.2,26,No,High,No,No,Yes,No,1.0,4.0,A
1272,2273,17,Male,African American,Some College,2.3,6,Yes,High,Yes,No,No,No,2.5,2.0,D
1273,2274,17,Female,Caucasian,Some College,15.7,11,No,High,Yes,No,No,No,2.5,3.0,B
1274,2275,17,Male,Asian,Bachelor's,13.5,9,Yes,Moderate,Yes,No,No,No,2.6,2.0,D
1275,2276,18,Female,Caucasian,Bachelor's,2.3,28,Yes,None,No,No,No,No,0.4,4.0,A
1276,2277,15,Female,Caucasian,Some College,13.9,11,Yes,None,Yes,Yes,No,No,2.4,3.0,B
1277,2278,17,Female,Caucasian,High School,8.8,10,Yes,Low,No,Yes,Yes,No,2.6,2.0,D
1278,2279,15,Female,Caucasian,Some College,18.9,3,Yes,High,Yes,Yes,No,No,4.0,0.0,F
1279,2280,18,Female,Caucasian,Some College,2.8,18,Yes,Very High,Yes,No,No,No,1.4,4.0,A
1280,2281,16,Male,Asian,High School,12.9,5,No,Very High,Yes,Yes,No,No,3.4,1.0,F
1281,2282,17,Female,Caucasian,Some College,7.6,24,No,None,No,No,No,Yes,0.1,4.0,A
1282,2283,15,Male,African American,Some College,19.1,8,Yes,Very High,No,No,No,No,2.9,2.0,D
1283,2284,15,Male,Caucasian,High School,6.6,19,No,Moderate,No,No,No,No,0.9,4.0,A
1284,2285,17,Female,Caucasian,High School,19.2,9,Yes,High,No,Yes,No,No,3.0,2.0,D
1285,2286,16,Female,Caucasian,High School,18.0,4,Yes,Low,Yes,No,No,No,3.1,1.0,F
1286,2287,16,Male,Asian,Bachelor's,5.4,26,No,None,No,No,No,No,0.0,4.0,A
1287,2288,16,Male,Caucasian,High School,16.1,12,Yes,Moderate,No,Yes,No,Yes,2.7,2.0,D
1288,2289,18,Male,Asian,High School,19.9,8,No,High,Yes,No,Yes,Yes,3.2,1.0,F
1289,2290,15,Female,Caucasian,Some College,5.1,1,No,Low,No,No,Yes,No,3.4,1.0,F
1290,2291,15,Male,Asian,High School,8.7,17,No,Low,Yes,No,No,Yes,1.5,4.0,A
1291,2292,15,Female,Caucasian,None,10.4,20,No,Very High,No,No,No,No,1.6,4.0,A
1292,2293,18,Female,African American,High School,5.9,0,No,Very High,No,No,No,No,3.5,0.0,F
1293,2294,15,Female,African American,Some College,0.3,23,No,None,Yes,No,No,No,0.2,4.0,A
1294,2295,18,Male,Other,Some College,4.4,20,No,High,No,No,No,No,1.3,4.0,A
1295,2296,16,Female,Caucasian,High School,5.6,11,Yes,Moderate,No,Yes,No,No,2.1,3.0,B
1296,2297,17,Female,Caucasian,Some College,8.9,9,No,Moderate,No,Yes,No,Yes,2.5,3.0,B
1297,2298,15,Female,Caucasian,Higher,3.4,1,No,Moderate,No,Yes,No,No,3.2,1.0,F
1298,2299,15,Female,Asian,High School,17.5,27,No,Moderate,Yes,No,No,No,0.5,4.0,A
1299,2300,16,Female,African American,High School,14.1,8,Yes,Moderate,Yes,No,No,No,2.8,2.0,D
1300,2301,17,Male,Asian,High School,1.7,1,Yes,Moderate,No,No,No,No,3.0,2.0,D
1301,2302,18,Female,Caucasian,Some College,13.0,22,No,Moderate,Yes,Yes,No,Yes,1.2,4.0,A
1302,2303,17,Female,Caucasian,Some College,13.1,23,No,High,Yes,Yes,Yes,No,1.7,4.0,A
1303,2304,16,Male,Caucasian,High School,19.1,29,Yes,High,Yes,Yes,No,No,1.6,4.0,A
1304,2305,16,Female,Other,Some College,0.1,21,No,Moderate,No,No,No,Yes,0.5,4.0,A
1305,2306,17,Male,African American,None,5.0,13,No,Low,Yes,No,No,No,1.9,4.0,A
1306,2307,18,Female,Other,Some College,18.6,10,No,High,No,Yes,No,No,2.8,2.0,D
1307,2308,18,Male,Caucasian,Some College,18.6,22,No,High,Yes,No,No,No,1.2,4.0,A
1308,2309,15,Male,African American,High School,14.4,10,Yes,High,Yes,No,No,No,2.8,2.0,D
1309,2310,18,Female,African American,Some College,15.3,16,No,Moderate,No,Yes,No,No,1.9,4.0,A
1310,2311,17,Female,Caucasian,High School,1.8,3,No,Low,No,No,No,No,2.7,2.0,D
1311,2312,16,Female,Asian,Some College,10.3,12,No,High,No,No,No,No,2.2,3.0,B
1312,2313,15,Male,Other,None,4.6,6,Yes,Moderate,No,No,Yes,No,2.6,2.0,D
1313,2314,15,Male,Asian,Bachelor's,3.6,15,Yes,Very High,No,No,Yes,No,2.2,3.0,B
1314,2315,16,Male,Asian,High School,16.2,0,Yes,High,Yes,No,No,No,3.3,1.0,F
1315,2316,18,Female,Caucasian,Bachelor's,2.7,12,No,Low,No,No,No,No,1.7,4.0,A
1316,2317,16,Male,Caucasian,High School,9.4,0,No,Moderate,No,Yes,Yes,Yes,3.3,1.0,F
1317,2318,18,Male,Other,Some College,18.8,10,Yes,High,No,No,No,No,2.6,2.0,D
1318,2319,16,Female,Caucasian,High School,3.7,5,No,Moderate,No,No,No,No,2.4,3.0,B
1319,2320,17,Male,Asian,Bachelor's,19.6,19,Yes,Moderate,No,No,No,No,1.5,4.0,A
1320,2321,18,Male,Asian,High School,19.9,2,No,High,Yes,No,No,No,3.5,0.0,F
1321,2322,17,Female,African American,High School,11.1,11,No,High,No,No,No,No,2.4,3.0,B
1322,2323,15,Male,Other,Some College,3.4,4,No,Low,Yes,Yes,Yes,Yes,2.5,2.0,D
1323,2324,16,Female,Caucasian,None,6.3,8,Yes,Moderate,No,No,No,No,2.4,3.0,B
1324,2325,15,Female,Caucasian,High School,8.5,25,Yes,Very High,Yes,No,No,No,1.3,4.0,A
1325,2326,15,Female,Caucasian,Bachelor's,6.2,25,No,Very High,No,Yes,No,No,1.1,4.0,A
1326,2327,15,Female,Caucasian,Higher,5.6,11,No,High,Yes,No,No,No,2.2,3.0,B
1327,2328,15,Female,Caucasian,High School,19.4,29,Yes,Very High,Yes,No,Yes,No,1.6,4.0,A
1328,2329,16,Male,Caucasian,Bachelor's,3.1,29,No,Moderate,Yes,No,No,No,0.5,4.0,A
1329,2330,15,Male,Asian,Some College,14.7,27,Yes,Moderate,Yes,No,No,No,1.2,4.0,A
1330,2331,16,Female,Other,High School,0.0,26,No,Moderate,Yes,No,No,No,0.3,4.0,A
1331,2332,16,Female,Caucasian,Some College,11.9,9,No,Low,Yes,No,No,No,2.7,2.0,D
1332,2333,17,Male,Caucasian,Some College,18.3,18,No,Moderate,Yes,No,No,No,1.5,4.0,A
1333,2334,18,Female,Other,Higher,5.8,4,No,Moderate,Yes,Yes,No,Yes,3.1,1.0,F
1334,2335,18,Female,Caucasian,High School,3.7,25,No,High,Yes,No,No,No,1.0,4.0,A
1335,2336,16,Female,Caucasian,Some College,13.0,4,No,High,No,No,No,Yes,3.4,1.0,F
1336,2337,17,Male,Caucasian,None,14.3,8,No,High,No,No,No,No,2.8,2.0,D
1337,2338,16,Male,African American,High School,13.8,26,No,Moderate,Yes,No,No,No,0.7,4.0,A
1338,2339,16,Female,Caucasian,None,6.4,27,No,Low,No,No,No,No,0.3,4.0,A
1339,2340,16,Female,Other,Higher,5.0,25,Yes,Moderate,Yes,No,No,No,0.9,4.0,A
1340,2341,17,Male,Caucasian,Bachelor's,19.1,26,No,High,No,Yes,Yes,No,1.5,4.0,A
1341,2342,18,Male,African American,Some College,18.5,19,No,Low,No,Yes,Yes,No,1.7,4.0,A
1342,2343,17,Female,Caucasian,Some College,9.1,16,No,Moderate,Yes,No,No,Yes,2.0,4.0,A
1343,2344,15,Female,Caucasian,High School,16.9,9,No,Moderate,No,Yes,No,No,2.6,2.0,D
1344,2345,17,Male,African American,High School,9.0,20,Yes,High,No,No,No,No,1.7,4.0,A
1345,2346,17,Male,Asian,High School,8.5,0,No,High,No,No,No,No,3.1,1.0,F
1346,2347,17,Male,Asian,High School,3.1,21,Yes,High,No,Yes,No,Yes,1.6,4.0,A
1347,2348,17,Female,African American,Some College,8.5,27,No,Moderate,Yes,Yes,No,No,0.3,4.0,A
1348,2349,18,Male,Other,Some College,10.7,15,No,Moderate,No,No,Yes,Yes,1.9,4.0,A
1349,2350,15,Female,Asian,None,0.5,25,No,Low,Yes,No,No,No,0.4,4.0,A
1350,2351,18,Male,Asian,None,8.9,25,Yes,Low,No,No,No,No,0.7,4.0,A
1351,2352,18,Male,Caucasian,High School,15.6,14,Yes,Low,Yes,No,No,Yes,1.7,4.0,A
1352,2353,17,Male,Caucasian,Some College,13.6,22,No,Low,No,Yes,No,No,1.0,4.0,A
1353,2354,16,Male,Caucasian,Bachelor's,12.7,16,Yes,Low,No,No,No,Yes,1.9,4.0,A
1354,2355,16,Female,African American,Some College,18.2,25,No,Low,No,No,Yes,No,0.7,4.0,A
1355,2356,18,Female,Caucasian,Bachelor's,0.4,19,Yes,Low,No,No,No,No,0.7,4.0,A
1356,2357,18,Male,Caucasian,Some College,11.1,24,No,High,No,No,No,Yes,0.7,4.0,A
1357,2358,17,Female,Asian,High School,15.7,12,No,Very High,Yes,Yes,No,No,3.0,1.0,F
1358,2359,18,Male,Asian,High School,10.8,0,No,High,No,Yes,Yes,No,3.7,0.0,F
1359,2360,17,Male,Other,Bachelor's,6.5,24,Yes,None,No,No,No,No,0.8,4.0,A
1360,2361,16,Male,Caucasian,Some College,2.7,7,Yes,Moderate,No,No,No,No,2.6,2.0,D
1361,2362,16,Male,African American,High School,17.8,4,Yes,High,Yes,No,No,No,3.4,1.0,F
1362,2363,15,Female,Caucasian,Some College,9.4,5,Yes,Low,No,No,No,No,3.1,1.0,F
1363,2364,16,Male,Caucasian,Some College,17.6,22,No,High,No,No,No,No,1.2,4.0,A
1364,2365,18,Male,Caucasian,Some College,11.7,19,Yes,Moderate,No,No,No,No,1.3,4.0,A
1365,2366,16,Female,Caucasian,Bachelor's,13.5,29,Yes,Very High,Yes,No,No,No,1.1,4.0,A
1366,2367,17,Male,Caucasian,Some College,16.1,13,No,High,Yes,No,Yes,No,2.6,2.0,D
1367,2368,16,Male,Asian,Some College,13.2,21,No,High,No,Yes,No,No,1.6,4.0,A
1368,2369,15,Male,Caucasian,None,8.0,22,No,High,No,No,No,Yes,0.9,4.0,A
1369,2370,16,Female,Asian,None,10.3,10,Yes,Low,No,Yes,No,Yes,2.7,2.0,D
1370,2371,17,Male,African American,High School,16.1,5,Yes,Low,Yes,No,No,No,3.0,2.0,D
1371,2372,17,Female,Caucasian,None,7.5,10,Yes,Moderate,No,Yes,No,No,2.3,3.0,B
1372,2373,18,Male,Caucasian,Some College,7.8,12,Yes,Low,Yes,No,No,No,1.8,4.0,A
1373,2374,16,Male,Caucasian,Some College,1.9,11,Yes,Low,No,Yes,No,No,2.0,3.0,B
1374,2375,17,Female,African American,High School,18.3,21,Yes,Moderate,No,No,No,No,1.7,4.0,A
1375,2376,15,Male,Caucasian,Bachelor's,1.8,1,Yes,High,No,Yes,Yes,No,3.7,0.0,F
1376,2377,18,Male,Caucasian,High School,13.0,20,No,None,Yes,Yes,No,No,1.4,4.0,A
1377,2378,15,Female,Caucasian,High School,8.3,2,No,Low,Yes,No,No,No,2.8,2.0,D
1378,2379,16,Female,African American,High School,8.1,22,No,Moderate,Yes,No,No,No,1.3,4.0,A
1379,2380,16,Female,Other,High School,13.6,3,Yes,Moderate,No,Yes,No,Yes,3.4,1.0,F
1380,2381,16,Female,Caucasian,High School,1.3,16,No,Low,No,Yes,No,No,1.4,4.0,A
1381,2382,18,Female,Asian,Some College,11.9,27,No,Very High,No,Yes,No,No,0.7,4.0,A
1382,2383,17,Male,African American,Some College,15.4,27,No,Moderate,No,Yes,No,No,0.4,4.0,A
1383,2384,18,Female,Other,Higher,16.6,21,No,Moderate,No,Yes,Yes,No,1.7,4.0,A
1384,2385,15,Male,Asian,None,3.4,5,No,None,No,No,No,No,2.6,2.0,D
1385,2386,18,Male,African American,High School,17.9,6,No,Moderate,No,No,Yes,Yes,3.0,2.0,D
1386,2387,15,Male,African American,None,13.1,14,No,High,No,No,No,No,2.1,3.0,B
1387,2388,18,Female,Asian,Some College,17.6,10,No,Low,Yes,No,Yes,No,2.7,2.0,D
1388,2389,17,Female,Caucasian,None,9.7,23,No,Moderate,No,No,No,No,0.8,4.0,A
1389,2390,15,Male,Caucasian,Bachelor's,10.8,2,No,None,Yes,No,No,No,2.5,2.0,D
1390,2391,16,Female,Caucasian,Some College,18.4,29,No,Very High,No,No,No,No,0.9,4.0,A
1391,2392,16,Female,Asian,Some College,18.0,5,No,None,Yes,No,No,No,3.1,1.0,F
1392,2393,18,Female,Asian,Some College,9.0,25,No,High,No,No,No,Yes,0.8,4.0,A
1393,2394,16,Female,Caucasian,High School,5.5,1,No,Moderate,No,No,No,No,2.8,2.0,D
1394,2395,15,Male,African American,High School,7.9,28,Yes,Moderate,Yes,No,No,No,0.8,4.0,A
1395,2396,16,Male,Caucasian,High School,7.8,13,No,High,No,No,No,Yes,1.9,4.0,A
1396,2397,17,Female,Caucasian,Some College,5.7,8,No,Low,Yes,Yes,No,No,2.7,2.0,D
1397,2398,17,Male,Other,High School,5.4,17,No,Moderate,Yes,No,No,No,1.5,4.0,A
1398,2399,18,Female,Caucasian,High School,17.2,18,No,Moderate,No,Yes,No,No,1.9,4.0,A
1399,2400,15,Female,Caucasian,Higher,1.4,11,No,None,Yes,No,Yes,No,2.0,3.0,B
1400,2401,17,Male,African American,None,13.6,12,No,High,Yes,No,No,No,2.5,2.0,D
1401,2402,17,Male,Asian,Bachelor's,3.5,25,No,None,No,No,No,No,0.1,4.0,A
1402,2403,15,Male,Caucasian,Some College,6.9,11,No,High,Yes,No,No,No,2.0,4.0,A
1403,2404,16,Female,African American,High School,1.2,11,No,Moderate,Yes,No,Yes,No,2.2,3.0,B
1404,2405,16,Male,African American,High School,5.4,17,Yes,Low,No,No,Yes,No,1.7,4.0,A
1405,2406,18,Female,Caucasian,High School,15.4,8,No,High,No,Yes,No,No,2.5,2.0,D
1406,2407,16,Male,Caucasian,Some College,17.7,16,Yes,Moderate,No,Yes,Yes,No,2.4,3.0,B
1407,2408,15,Male,African American,Some College,4.4,20,No,Moderate,Yes,Yes,No,No,1.4,4.0,A
1408,2409,17,Female,Caucasian,Some College,9.3,15,No,Moderate,Yes,Yes,No,Yes,1.5,4.0,A
1409,2410,16,Female,Other,Bachelor's,9.4,16,No,Low,Yes,No,No,Yes,1.6,4.0,A
1410,2411,18,Female,Asian,Some College,17.5,20,Yes,High,No,No,No,No,2.0,3.0,B
1411,2412,16,Female,Other,High School,15.3,23,No,Moderate,No,No,No,Yes,1.0,4.0,A
1412,2413,15,Female,Caucasian,High School,10.3,7,No,Low,Yes,No,No,Yes,2.1,3.0,B
1413,2414,18,Female,Other,Bachelor's,13.4,10,No,High,No,Yes,No,No,2.6,2.0,D
1414,2415,16,Female,Caucasian,High School,16.9,23,No,None,Yes,Yes,No,No,1.3,4.0,A
1415,2416,18,Female,Caucasian,None,0.2,1,Yes,Low,Yes,Yes,No,No,3.1,1.0,F
1416,2417,15,Male,Caucasian,Some College,8.1,7,No,Moderate,No,Yes,No,No,2.5,2.0,D
1417,2418,17,Female,Caucasian,Some College,18.1,11,No,High,No,No,No,No,2.3,3.0,B
1418,2419,15,Female,African American,Bachelor's,14.8,20,No,Very High,No,No,No,No,1.6,4.0,A
1419,2420,15,Male,Caucasian,Some College,10.9,0,No,High,Yes,No,Yes,No,3.6,0.0,F
1420,2421,15,Female,Caucasian,None,10.6,22,No,Moderate,Yes,Yes,No,No,1.6,4.0,A
1421,2422,15,Male,African American,Bachelor's,7.0,12,No,High,Yes,Yes,No,No,2.6,2.0,D
1422,2423,17,Male,Caucasian,High School,10.4,21,No,Moderate,No,No,No,Yes,0.9,4.0,A
1423,2424,17,Female,African American,High School,13.1,20,Yes,Low,No,No,No,No,1.6,4.0,A
1424,2425,18,Male,Caucasian,Some College,8.4,16,No,Very High,Yes,No,Yes,No,1.8,4.0,A
1425,2426,16,Female,Asian,None,14.3,13,Yes,Low,No,No,No,No,1.9,4.0,A
1426,2427,17,Male,Asian,Some College,17.2,13,No,Moderate,Yes,Yes,No,No,2.6,2.0,D
1427,2428,17,Male,Caucasian,High School,3.1,15,No,High,No,No,No,No,1.6,4.0,A
1428,2429,16,Male,Caucasian,Some College,9.0,16,No,High,No,No,Yes,No,1.8,4.0,A
1429,2430,17,Female,Caucasian,High School,8.2,5,Yes,None,No,No,No,No,2.6,2.0,D
1430,2431,15,Female,Asian,Some College,13.7,25,No,None,No,Yes,No,Yes,0.5,4.0,A
1431,2432,15,Male,Caucasian,Bachelor's,5.0,27,No,Moderate,Yes,No,No,No,0.7,4.0,A
1432,2433,16,Male,Caucasian,High School,12.8,6,No,Moderate,No,No,No,Yes,2.7,2.0,D
1433,2434,18,Female,Caucasian,High School,17.5,25,Yes,Moderate,Yes,No,No,No,1.3,4.0,A
1434,2435,18,Female,Caucasian,High School,8.4,25,No,Moderate,No,No,No,No,0.8,4.0,A
1435,2436,16,Male,Caucasian,High School,18.2,0,No,Very High,No,No,No,No,3.8,0.0,F
1436,2437,16,Male,Asian,Some College,19.9,24,No,Low,No,Yes,Yes,No,1.2,4.0,A
1437,2438,15,Female,Caucasian,Some College,2.1,14,Yes,Moderate,No,Yes,No,No,1.9,4.0,A
1438,2439,18,Female,Caucasian,High School,4.7,19,Yes,Moderate,No,No,No,No,1.1,4.0,A
1439,2440,17,Female,Asian,High School,19.0,20,No,Low,Yes,No,No,No,1.3,4.0,A
1440,2441,15,Female,Asian,High School,19.2,17,No,Low,No,Yes,No,No,1.7,4.0,A
1441,2442,16,Female,Caucasian,Some College,2.0,29,Yes,Very High,No,No,No,No,0.5,4.0,A
1442,2443,18,Male,Caucasian,High School,0.3,27,Yes,High,No,No,No,No,0.3,4.0,A
1443,2444,17,Female,Caucasian,Higher,3.2,25,No,Low,No,No,No,Yes,0.3,4.0,A
1444,2445,17,Male,Other,Some College,19.9,12,Yes,High,No,No,No,No,2.5,2.0,D
1445,2446,15,Female,Caucasian,High School,3.6,23,No,Low,Yes,No,No,No,0.5,4.0,A
1446,2447,18,Male,Other,Some College,10.1,29,No,High,No,Yes,Yes,No,0.8,4.0,A
1447,2448,18,Female,African American,Bachelor's,17.0,1,Yes,None,No,Yes,No,No,3.4,1.0,F
1448,2449,16,Female,African American,Some College,0.4,18,No,High,Yes,No,No,No,1.4,4.0,A
1449,2450,18,Male,Caucasian,High School,12.1,14,Yes,None,No,Yes,No,Yes,2.0,3.0,B
1450,2451,18,Male,Caucasian,High School,5.5,11,No,Moderate,No,No,Yes,No,1.8,4.0,A
1451,2452,15,Female,Caucasian,Bachelor's,17.2,14,No,High,No,No,Yes,No,2.0,4.0,A
1452,2453,18,Female,Caucasian,Some College,5.7,24,Yes,Low,No,No,Yes,No,0.8,4.0,A
1453,2454,17,Female,African American,Some College,13.7,17,No,Moderate,No,No,No,No,1.5,4.0,A
1454,2455,15,Female,Other,Bachelor's,13.5,13,No,None,Yes,Yes,No,No,2.2,3.0,B
1455,2456,15,Female,African American,Bachelor's,4.4,5,Yes,High,Yes,Yes,No,Yes,3.1,1.0,F
1456,2457,16,Male,Asian,Bachelor's,0.7,11,No,Moderate,Yes,Yes,No,No,2.0,4.0,A
1457,2458,18,Male,Caucasian,None,8.2,19,No,Moderate,No,No,No,Yes,1.4,4.0,A
1458,2459,16,Female,Caucasian,Some College,5.8,22,Yes,Very High,Yes,No,No,No,1.3,4.0,A
1459,2460,17,Male,Caucasian,Some College,16.2,29,No,Moderate,No,No,No,No,0.6,4.0,A
1460,2461,15,Male,African American,Some College,16.0,29,Yes,None,No,Yes,Yes,No,0.7,4.0,A
1461,2462,15,Male,Other,Some College,9.1,5,Yes,High,No,No,No,No,2.8,2.0,D
1462,2463,15,Female,African American,High School,12.1,25,No,High,No,No,Yes,No,0.7,4.0,A
1463,2464,17,Male,Caucasian,Some College,12.1,29,No,Very High,Yes,No,No,Yes,0.7,4.0,A
1464,2465,17,Female,Caucasian,Some College,16.5,8,Yes,Low,Yes,No,No,No,2.9,2.0,D
1465,2466,16,Male,African American,None,8.5,29,No,Moderate,Yes,Yes,No,No,0.6,4.0,A
1466,2467,16,Female,Caucasian,Some College,5.5,24,No,High,Yes,Yes,No,No,1.3,4.0,A
1467,2468,16,Male,Asian,High School,5.3,25,No,High,Yes,Yes,No,Yes,1.2,4.0,A
1468,2469,18,Female,Asian,High School,10.7,3,No,High,No,Yes,No,Yes,3.3,1.0,F
1469,2470,15,Female,African American,None,9.0,16,No,Low,No,No,No,No,1.5,4.0,A
1470,2471,15,Male,Caucasian,Some College,8.8,1,Yes,Low,Yes,No,Yes,No,3.3,1.0,F
1471,2472,16,Female,Caucasian,Some College,1.8,15,Yes,Low,No,No,No,No,1.6,4.0,A
1472,2473,15,Female,Caucasian,Some College,14.4,23,No,Very High,Yes,Yes,No,No,2.1,3.0,B
1473,2474,16,Female,Caucasian,Some College,4.3,13,No,Low,No,No,No,No,1.7,4.0,A
1474,2475,18,Female,Caucasian,Bachelor's,3.9,25,No,Moderate,No,No,Yes,No,0.5,4.0,A
1475,2476,18,Female,African American,High School,8.3,7,No,Moderate,No,No,No,Yes,2.2,3.0,B
1476,2477,17,Female,African American,High School,4.6,13,Yes,Moderate,Yes,No,Yes,No,2.3,3.0,B
1477,2478,18,Female,Caucasian,Bachelor's,11.7,1,Yes,Moderate,No,No,No,No,3.5,1.0,F
1478,2479,16,Female,Caucasian,High School,7.4,15,Yes,High,Yes,No,No,No,2.2,3.0,B
1479,2480,18,Male,Caucasian,Higher,9.0,3,No,Moderate,No,Yes,No,No,2.7,2.0,D
1480,2481,17,Male,Caucasian,Bachelor's,10.7,0,No,Low,Yes,No,No,Yes,3.3,1.0,F
1481,2482,15,Female,Asian,Some College,4.1,22,No,Moderate,No,No,No,No,0.9,4.0,A
1482,2483,16,Female,Caucasian,Higher,3.1,19,No,High,No,Yes,No,No,1.2,4.0,A
1483,2484,15,Male,Caucasian,None,17.6,26,No,Very High,No,No,No,No,1.2,4.0,A
1484,2485,17,Male,Caucasian,High School,8.7,13,Yes,High,No,No,Yes,No,2.3,3.0,B
1485,2486,17,Male,Asian,Some College,8.2,7,Yes,High,No,No,No,No,2.8,2.0,D
1486,2487,17,Female,African American,High School,0.7,24,Yes,Moderate,Yes,No,No,No,1.0,4.0,A
1487,2488,15,Male,Caucasian,Bachelor's,10.0,27,Yes,High,No,No,No,Yes,0.9,4.0,A
1488,2489,15,Female,African American,None,11.1,24,No,Very High,No,No,No,No,1.0,4.0,A
1489,2490,15,Female,Asian,Some College,11.2,2,No,Moderate,No,Yes,No,No,3.2,1.0,F
1490,2491,15,Male,Other,Some College,14.1,4,No,None,No,No,No,No,2.5,2.0,D
1491,2492,17,Female,Caucasian,Some College,3.5,5,No,Very High,No,No,No,No,2.8,2.0,D
1492,2493,17,Female,Asian,High School,5.0,21,No,High,No,No,No,No,0.9,4.0,A
1493,2494,16,Female,Other,High School,16.2,25,Yes,Moderate,No,Yes,No,No,1.3,4.0,A
1494,2495,16,Female,Other,Bachelor's,18.9,7,No,Very High,No,Yes,Yes,No,3.3,1.0,F
1495,2496,15,Male,African American,High School,2.7,5,No,Moderate,No,No,Yes,No,2.3,3.0,B
