brand,perfume,type,category,target_audience,longevity
Diptyque,Volutes eau de parfum,EDP,Oriental,Unisex,Medium
Diptyque,Santé eau de toilette,EDT,Citrus Aromatic,Unisex,Light
Diptyque,Oud palao eau de parfum,EDP,Oud Floral,Unisex,Strong
Diptyque,Do son eau de parfum,EDP,Floral,Unisex,Medium
Jo malone,English pear & freesia cologne,Cologne,Floral Fruity,Unisex,Medium
Jo malone,Peony & blush suede cologne,Cologne,Floral,Female,Medium
Jo malone,Lime basil & mandarin cologne,Cologne,Citrus Aromatic,Unisex,Medium
Jo malone,Wood sage & sea salt cologne,Cologne,Woody Aromatic,Unisex,Medium
Jo malone,Pomegranate noir cologne,Cologne,Oriental Fruity,Female,Medium
Jo malone,Nectarine blossom & honey cologne,Cologne,Floral Fruity,Female,Medium
Jo malone,Red roses cologne,Cologne,Floral,Female,Medium
Jo malone,Amber & lavender cologne,Cologne,Amber Floral,Unisex,Medium
Jo malone,Wild bluebell cologne,Cologne,Floral,Female,Medium
Jo malone,English oak & redcurrant cologne,Cologne,Woody Fruity,Unisex,Medium
Ralph lauren,Ralph eau de parfum,EDP,Floriental,Female,Medium
Ralph lauren,Ralph eau de toilette,EDT,Floriental,Female,Medium
Ralph lauren,Romance eau de parfum,EDP,Floriental,Female,Medium
Ralph lauren,Romance eau de toilette,EDT,Floriental,Female,Medium
Ralph lauren,Notorious eau de parfum,EDP,Floriental,Female,Medium
Ralph lauren,Blue eau de toilette,EDT,Aromatic Fougere,Male,Medium
Ralph lauren,Polo black eau de parfum,EDP,Woody Aromatic,Male,Medium
Ralph lauren,Polo red eau de parfum,EDP,Woody Spicy,Male,Medium
Ralph lauren,Polo blue eau de parfum,EDP,Aromatic Fougere,Male,Medium
Ralph lauren,Polo green eau de parfum,EDP,Woody Aromatic,Male,Medium
Ralph lauren,Polo eau de toilette,EDT,Woody Aromatic,Male,Medium
Lattafa,Abaan,EDP,Unknown,Unisex,Medium
Lattafa,Adeeb,EDP,Unknown,Unisex,Medium
Lattafa,Afeef,EDP,Unknown,Unisex,Medium
Lattafa,Afkaar,EDP,Unknown,Unisex,Medium
Lattafa,Al awsaaf,EDP,Unknown,Unisex,Medium
Lattafa,Al azal,EDP,Unknown,Male,Medium
Lattafa,Al dur al maknoon gold,EDP,Unknown,Unisex,Strong
Lattafa,Al dur al maknoon silver,EDP,Unknown,Unisex,Strong
Lattafa,Qaeed al fursan,EDP,Oriental Woody,Unisex,Strong
Lattafa,Al muarikh the historian,EDP,Unknown,Unisex,Medium
Lattafa,Al najris,EDP,Unknown,Unisex,Medium
Lattafa,Ameer al oudh,EDP,Unknown,Unisex,Strong
Lattafa,Ameer al oudh intense oud,EDP,Unknown,Unisex,Strong
Lattafa,Amwaaj al oud,EDP,Unknown,Unisex,Medium
Lattafa,Anfas oud,EDP,Unknown,Unisex,Medium
Lattafa,Angham,EDP,Unknown,Unisex,Strong
Lattafa,Atheeri,EDP,Unknown,Female,Medium
Lattafa,Atlas,EDP,Unknown,Unisex,Medium
Lattafa,Aura,EDP,Unknown,Unisex,Medium
Lattafa,Awraq al oud,EDP,Unknown,Unisex,Strong
Lattafa,Asad,EDP,Unknown,Unisex,Strong
Lattafa,Asad bourbon,EDP,Unknown,Unisex,Medium
Lattafa,Bade'e al oud honor & glory,EDP,Unknown,Unisex,Strong
Lattafa,Bade'e al oud sublime,EDP,Unknown,Unisex,Strong
Lattafa,Eclaire,EDP,Floral Fruity Gourmand,Female,Strong
Lattafa,Fakhar,EDP,Unknown,Unisex,Medium
Lattafa,Fakhar black,EDP,Unknown,Unisex,Medium
Lattafa,Khamrah,EDP,Unknown,Unisex,Strong
Lattafa,Khamrah qahwa,EDP,Unknown,Unisex,Strong
Lattafa,Khamrah dukhan,EDP,Unknown,Unisex,Strong
Lattafa,Liam,EDP,Unknown,Unisex,Strong
Lattafa,Nebras,EDP,Unknown,Unisex,Medium
Lattafa,Raghba,EDP,Unknown,Unisex,Strong
Lattafa,Dynasty,EDP,Woody Spicy,Unisex,Medium
Lattafa,Victoria,EDP,Unknown,Unisex,Medium
Lattafa,The kingdom (women),EDP,Floral Fruity Gourmand,Female,Medium
Maison alhambra,Bright peach,EDP,Fruity Floral,Unisex,Strong
Maison alhambra,Woody oud,EDP,Woody Spicy,Unisex,Medium
Maison alhambra,Lovely cherie,EDP,Cherry Gourmand,Unisex,Medium
Maison alhambra,Toscano leather,EDP,Leather,Unisex,Light
Maison alhambra,Yeah,EDP,Fresh Aromatic,Unisex,Light
Maison alhambra,Tobacco touch,EDP,Amber Tobacco,Unisex,Medium
Maison alhambra,Jorge di profumo,EDP,Aquatic Aromatic,Unisex,Light
Maison alhambra,Porto neroli,EDP,Citrus Aromatic,Unisex,Medium
Maison alhambra,Intense peach,EDP,Fruity Floral,Unisex,Medium
Maison alhambra,Sceptre bronzite,EDP,Unknown,Unisex,Medium
Maison alhambra,Kismet angel,EDP,Unknown,Unisex,Medium
Maison alhambra,Tabac,EDP,Tabac Accord,Unisex,Medium
Maison alhambra,Signatures no. iii,EDP,Unknown,Unisex,Medium
Maison alhambra,Zaffiro crafted oud,EDP,Unknown,Unisex,Strong
Maison alhambra,Amber & leather,EDP,Amber Leather,Unisex,Strong
Maison alhambra,Salvo elixir,EDP,Unknown,Unisex,Strong
Maison alhambra,Perseus,EDP,Unknown,Unisex,Strong
Maison alhambra,Black origami,EDP,Floral Chocolate,Unisex,Medium
Maison alhambra,Floral ambrosia,EDP,Floriental,Unisex,Medium
Maison alhambra,Kingsman,EDP,Woody Aromatic,Unisex,Medium
Maison alhambra,Rose oud,EDP,Amber Floral,Unisex,Medium
Maison alhambra,Karat,EDP,Gourmand,Unisex,Medium
Maison alhambra,Opera noir,EDP,Oriental Floral,Unisex,Medium
Maison alhambra,Amberley ombre blue,EDP,Patchouli Fig,Unisex,Strong
Maison alhambra,Amberley pur oud,EDP,Woody Oud,Unisex,Strong
Ajmal,Evoke for him,EDP,Aromatic,Male,Strong
Ajmal,Blu,EDP,Floral Aquatic,Male,Medium
Ajmal,Amber wood,EDP,Woody Amber,Unisex,Medium
Ajmal,Wisal layel,EDP,Fruity Floral Woody,Unisex,Strong
Ajmal,Amber musc,EDP,Amber Musk,Unisex,Strong
Ajmal,Patchouli wood,EDP,Woody Spicy,Unisex,Medium
Ajmal,Moshriqa,EDP,Floral Spicy Oriental,Unisex,Strong
Ajmal,Musk rose,Alcohol-free,Floral Musk,Unisex,Strong
Ajmal,Oudh mukhallat,Attar,Oudh Blend,Unisex,Strong
Ajmal,Dahn al oudh zayeed,Concentrate,Rich Oudh,Unisex,Strong
Ajmal,Majmua,Concentrate,Floral Amber Woody,Unisex,Strong
Ajmal,1001 nights,EDP,Woody Spicy,Unisex,Medium
Ajmal,Kuro,EDP,Fresh Spicy,Unisex,Light
Ajmal,Silver shade,EDP,Floral Powdery,Unisex,Light
Ajmal,Wisal dhahab,EDP,Floral Oriental,Unisex,Strong
Ajmal,Bombay dreams,EDP,Floral,Female,Medium
Ajmal,Artisan fleur silk,EDP,Floral,Female,Medium
Ajmal,Amber musc noir (amber musk edp),EDP,Amber Musk,Unisex,Strong
Ajmal,Ambre pimente,EDP,Spicy Amber,Male,Strong
Ajmal,Sacred love,EDP,Citrus Floral,Female,Light
Ajmal,Bling (women),EDP,Floral,Female,Medium
Ajmal,Amaze,EDP,Fresh Aromatic,Male,Medium
Ajmal,Song of oud,EDP,Woody Oud,Unisex,Strong
Ajmal,Amber wood noir,EDP,Woody Musky,Unisex,Strong
Ajmal,Silent storm,EDP,Citrus Amber,Unisex,Medium
Ajmal,Zeal,EDP,Fresh Spicy,Unisex,Medium
Ajmal,Mukhalat al raki,Oil,Floral Woody Musky,Unisex,Strong
Ajmal,Colaba mukhalat,Oil,Floral Ambery,Unisex,Strong
Ajmal,Vanilla amber oil,Oil,Gourmand Vanilla,Unisex,Strong
Zimaya,Amber is great,EDP,Fruity Amber,Unisex,Medium
Zimaya,Yaa umree,EDP,Creamy Floral,Female,Medium
Zimaya,Mazaaj infused,EDP,Spicy Gourmand,Male,Strong
Zimaya,Hawwa pink,EDP,Fruity Floral,Female,Strong
Zimaya,Hawwa red,EDP,Fruity Floral,Female,Medium
Zimaya,Itqan noir,EDP,Spicy Woody,Unisex,Strong
Zimaya,Stallion,EDP,Fresh,Unisex,Medium
Montblanc,Legend edt,EDT,Aromatic Fougere,Male,Medium
Montblanc,Legend edp,EDP,Aromatic Fougere,Male,Strong
Montblanc,Legend spirit,EDP,Woody Aromatic,Male,Medium
Montblanc,Legend blue,EDP,Fresh Aquatic,Male,Medium
Montblanc,Legend red,EDP,Woody Fruity,Male,Medium
Montblanc,Legend night,EDP,Woody Aromatic,Male,Medium
Montblanc,Explorer,EDP,Woody Aromatic,Male,Medium
Montblanc,Signature,EDP,Floral Musk,Female,Light
Montblanc,Signature absolue,EDP,Tropical Floral,Female,Strong
Mancera,Instant crush,EDP,Amber Floral,Unisex,Strong
Mancera,Cedrat boise,EDP,Citrus Aromatic,Unisex,Strong
Mancera,Red tobacco,EDP,Tobacco Spicy,Unisex,Strong
Mancera,Black vanilla,EDP,Spicy Amber,Unisex,Strong
Mancera,Feminity,EDP,Floral Powdery,Female,Medium
Mancera,Pearl,EDP,Fig Floral Musk,Female,Strong
Mancera,Velvet vanilla,EDP,Floriental,Female,Strong
Mancera,Roses vanille,EDP,Floriental,Female,Strong
Mancera,Hindu kush,EDP,Woody,Unisex,Strong
Mancera,Holiday,EDP,Fresh Oriental,Unisex,Medium
Mancera,Aoud lemon mint,EDP,Fresh Woody,Unisex,Strong
Mancera,French riviera,EDP,Citrus Aromatic,Unisex,Strong
Mancera,Wind wood,EDP,Woody Floral,Male,Strong
Mancera,Roses greedy,EDP,Floral Gourmand,Female,Medium
